,STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2
64524,other,49,U,M,1,L,F,D
64525,other,40,H,F,3,L,F,B
64526,other,21,U,M,3,L,D,B
64527,other,17,H,F,1,L,D,B
64528,CA,25,U,F,3,L,F,A
64529,FL,53,U,F,3,L,E,C
64530,FL,33,U,F,3,L,F,A
64531,other,12,H,M,3,L,F,C
64532,other,41,U,F,2,L,F,D
64533,other,27,H,F,3,L,F,B
64534,TX,12,U,F,3,L,E,B
64535,CA,14,U,F,3,L,F,A
64536,GA,25,U,F,3,L,F,C
64537,TX,30,U,F,1,L,D,C
64538,WA,30,H,F,3,L,E,C
64539,CA,3,H,F,3,L,D,A
64540,CA,2,H,F,3,L,F,A
64541,TX,39,U,F,3,L,F,A
64542,FL,23,H,M,1,L,F,B
64543,FL,30,H,F,3,L,F,B
64544,CA,15,H,F,3,L,F,A
64545,other,47,H,F,3,L,F,C
64546,CA,20,H,F,3,L,G,A
64547,FL,47,H,F,2,L,G,C
64548,FL,15,H,F,1,L,F,B
64549,FL,30,U,F,3,L,F,B
64550,MI,16,U,F,3,L,G,B
64551,other,13,H,M,3,L,E,B
64552,MI,20,U,M,3,L,F,A
64553,GA,12,U,F,3,L,G,A
64554,MI,8,U,F,3,L,F,A
64555,FL,28,H,M,3,L,F,C
64556,other,12,H,F,3,L,G,B
64557,other,27,U,F,2,L,F,C
64558,IL,16,H,F,3,L,E,A
64559,CA,14,H,M,2,L,F,A
64560,MI,49,H,F,3,L,G,C
64561,other,26,U,F,3,L,F,B
64562,other,45,U,M,3,L,F,D
64563,other,43,H,F,3,L,F,C
64564,other,18,H,M,2,L,E,B
64565,WA,14,H,F,2,L,G,A
64566,other,36,U,M,2,L,F,D
64567,other,37,U,F,1,L,E,C
64568,other,24,H,M,2,L,F,B
64569,CA,18,H,F,3,L,G,A
64570,TX,9,U,F,3,L,E,A
64571,IL,20,H,M,3,L,E,A
64572,CA,8,H,M,3,L,E,A
64573,GA,32,U,F,3,L,F,A
64574,TX,9,U,F,3,L,F,A
64575,NC,41,H,F,3,L,E,D
64576,other,11,H,F,3,L,G,A
64577,other,14,U,F,3,L,G,A
64578,NC,12,H,F,2,L,F,B
64579,NC,45,U,F,2,L,F,D
64580,IL,27,H,M,3,L,F,A
64581,MO,37,U,F,3,L,D,B
64582,CA,35,U,M,3,L,E,B
64583,NC,32,H,F,3,L,G,B
64584,IL,5,H,M,2,L,F,A
64585,CA,38,U,F,3,L,E,C
64586,IL,14,U,F,3,L,F,A
64587,CA,40,H,F,3,L,F,B
64588,GA,37,U,F,3,L,F,D
64589,CA,30,H,F,3,L,F,B
64590,IL,11,U,F,3,L,E,A
64591,CA,7,U,M,2,L,E,A
64592,IN,49,U,F,1,L,F,D
64593,other,25,H,F,2,L,E,B
64594,FL,33,H,F,3,L,F,A
64595,CA,10,H,F,1,L,F,A
64596,other,12,H,M,3,L,F,B
64597,other,6,U,F,3,L,E,A
64598,GA,40,H,M,3,L,G,A
64599,other,12,H,M,3,L,F,A
64600,WA,49,U,M,3,L,F,D
64601,WA,40,H,F,2,L,F,A
64602,other,46,H,M,3,L,F,D
64603,FL,42,U,F,3,L,F,B
64604,other,27,H,F,3,L,F,C
64605,other,49,H,F,3,L,G,B
64606,other,7,U,F,3,L,F,B
64607,other,41,U,M,3,L,F,D
64608,other,46,H,F,3,L,E,D
64609,other,53,U,F,3,L,G,D
64610,MI,30,U,M,3,L,E,B
64611,WI,36,H,F,3,L,F,C
64612,CA,21,U,F,3,L,F,A
64613,other,41,H,other,3,L,F,C
64614,IN,17,U,F,3,L,F,B
64615,other,45,U,M,2,L,E,D
64616,CA,2,H,other,3,L,G,A
64617,other,37,U,F,3,L,E,B
64618,other,36,U,M,3,L,E,C
64619,CA,24,H,F,3,L,G,A
64620,CA,17,U,F,2,L,G,A
64621,other,51,U,M,3,L,G,B
64622,TX,35,H,F,1,L,G,C
64623,other,11,U,M,3,L,G,B
64624,other,21,U,M,3,L,F,A
64625,TX,24,H,F,2,L,F,A
64626,TX,53,H,M,3,L,F,D
64627,MI,43,U,F,3,L,E,A
64628,CA,2,H,M,3,L,E,A
64629,CA,8,U,F,3,L,F,A
64630,CA,11,U,F,3,L,F,A
64631,WA,40,U,F,3,L,F,A
64632,other,40,U,F,3,L,G,B
64633,FL,25,U,M,1,L,G,B
64634,other,35,H,F,3,L,F,A
64635,CA,38,H,F,3,L,E,A
64636,other,18,U,F,3,L,E,B
64637,other,46,H,M,3,L,E,C
64638,other,38,U,F,3,L,F,C
64639,MI,35,U,F,2,L,F,B
64640,GA,27,H,F,3,L,F,A
64641,other,14,H,F,3,L,F,B
64642,GA,35,H,M,3,L,G,D
64643,IL,12,H,F,3,L,F,A
64644,TX,53,U,M,2,L,E,D
64645,other,36,U,M,1,L,F,C
64646,CA,30,U,F,3,L,E,B
64647,IL,28,H,F,3,L,F,A
64648,other,39,H,other,3,L,E,B
64649,IL,1,U,M,2,L,F,A
64650,NC,40,H,M,3,L,E,B
64651,other,8,U,M,3,L,F,B
64652,other,41,H,F,3,L,F,C
64653,other,50,U,F,2,L,F,D
64654,FL,13,H,F,3,L,G,B
64655,NC,39,U,F,3,L,G,C
64656,other,43,H,M,3,L,D,D
64657,FL,45,U,F,3,L,E,D
64658,other,49,U,F,3,L,F,C
64659,WI,27,H,F,3,L,E,C
64660,other,47,U,F,3,L,E,C
64661,other,36,U,F,3,L,F,C
64662,CA,7,H,F,2,L,E,A
64663,other,31,U,F,3,L,E,B
64664,IL,8,U,M,1,L,F,A
64665,TX,21,U,F,3,L,F,B
64666,MI,46,H,F,3,L,G,D
64667,WI,43,U,M,1,L,F,D
64668,IL,28,H,F,3,L,G,A
64669,NC,47,U,F,3,L,F,D
64670,IN,35,U,M,3,L,F,B
64671,TX,24,U,F,3,L,F,A
64672,GA,30,U,F,1,L,G,C
64673,IL,44,U,F,3,L,E,D
64674,WA,44,H,M,2,L,E,D
64675,other,48,H,M,3,L,D,D
64676,CA,40,H,F,3,L,E,B
64677,CA,8,U,F,3,L,F,A
64678,MO,8,U,other,3,L,F,A
64679,CA,12,U,M,3,L,G,A
64680,other,45,H,M,3,L,F,D
64681,WA,46,U,F,3,L,F,D
64682,WA,16,U,F,3,L,F,A
64683,CA,8,H,F,3,L,G,A
64684,MI,14,H,M,3,L,G,A
64685,CA,10,U,F,3,L,F,A
64686,CA,10,U,M,3,L,F,A
64687,WA,40,H,M,2,L,F,B
64688,WA,17,H,M,2,L,F,A
64689,GA,47,H,M,2,L,F,D
64690,other,43,H,F,3,L,E,D
64691,CA,1,H,M,3,L,E,A
64692,CA,24,H,M,2,L,E,A
64693,MI,8,U,M,3,L,G,A
64694,other,49,H,M,3,L,G,B
64695,GA,43,U,F,3,L,G,D
64696,FL,40,U,F,3,L,F,A
64697,CA,40,U,F,2,L,F,C
64698,other,4,U,F,3,L,F,B
64699,FL,24,U,M,3,L,G,B
64700,CA,15,H,F,3,L,G,A
64701,other,16,U,M,3,L,E,B
64702,MI,44,H,M,3,L,G,D
64703,MI,12,U,M,2,L,E,A
64704,FL,25,U,M,3,L,E,B
64705,CA,18,H,F,3,L,G,A
64706,other,22,U,F,3,L,F,A
64707,other,17,H,F,3,L,F,B
64708,TX,7,U,M,3,L,G,A
64709,other,35,U,F,3,L,F,D
64710,CA,3,H,M,2,L,E,A
64711,other,44,U,other,2,L,E,D
64712,TX,24,H,F,2,L,G,C
64713,CA,3,U,M,3,L,F,A
64714,IN,44,H,F,2,L,D,B
64715,FL,35,U,F,3,L,F,C
64716,CA,34,U,F,3,L,F,A
64717,FL,16,H,M,3,L,F,A
64718,other,53,U,M,1,L,D,D
64719,other,24,H,M,3,L,E,B
64720,other,36,H,F,2,L,G,B
64721,other,40,U,F,3,L,D,C
64722,IL,24,H,M,3,L,F,C
64723,CA,19,H,F,2,L,F,A
64724,other,17,U,M,3,L,F,A
64725,WA,17,H,M,3,L,F,A
64726,FL,27,U,F,3,L,F,A
64727,other,42,H,M,3,L,E,B
64728,NC,40,U,F,3,L,F,B
64729,WA,33,U,M,2,L,D,A
64730,NC,43,U,F,2,L,E,B
64731,MI,51,U,M,2,L,D,D
64732,TX,40,H,F,3,L,F,C
64733,MI,27,H,M,3,L,F,B
64734,other,35,H,other,3,L,E,D
64735,other,32,H,M,3,L,F,B
64736,NC,46,H,F,3,L,F,C
64737,IN,44,H,F,3,L,F,B
64738,CA,28,H,F,2,L,F,C
64739,other,38,H,F,2,L,D,B
64740,TX,49,U,M,2,L,G,D
64741,other,14,H,M,3,L,F,A
64742,CA,18,H,M,3,L,G,B
64743,NC,49,H,F,2,L,F,B
64744,IN,46,H,other,2,L,G,D
64745,WA,24,H,F,2,L,F,A
64746,other,20,H,F,2,L,F,B
64747,other,45,U,F,3,L,E,D
64748,WA,3,U,M,3,L,G,A
64749,IL,25,H,F,3,L,E,A
64750,FL,28,U,F,3,L,G,B
64751,WI,26,U,F,3,L,D,C
64752,MO,53,H,M,3,L,E,D
64753,IL,11,U,M,3,L,F,B
64754,TX,12,H,M,2,L,G,A
64755,other,39,U,F,3,L,G,B
64756,other,42,U,F,3,L,G,B
64757,CA,2,H,M,3,L,E,A
64758,CA,15,U,F,2,L,G,A
64759,FL,29,H,F,3,L,F,B
64760,other,40,H,M,1,L,E,B
64761,FL,16,U,F,3,L,F,A
64762,FL,13,H,F,3,L,D,B
64763,WA,27,H,M,3,L,G,C
64764,other,51,U,M,2,L,F,D
64765,IN,27,U,F,3,L,F,C
64766,FL,39,U,M,3,L,E,B
64767,other,46,H,F,2,L,E,D
64768,GA,39,H,F,2,L,F,C
64769,TX,49,H,M,2,L,F,A
64770,CA,13,U,F,3,L,G,A
64771,FL,3,U,F,3,L,F,C
64772,CA,27,H,M,3,L,F,A
64773,NC,39,U,F,2,L,E,B
64774,other,4,H,F,3,L,G,A
64775,WI,12,U,other,3,L,F,C
64776,other,49,H,F,2,L,F,D
64777,GA,39,U,F,3,L,F,A
64778,IL,39,U,F,3,L,G,B
64779,IN,24,U,M,1,L,G,C
64780,WA,35,U,M,3,L,E,C
64781,MO,35,H,M,3,L,F,B
64782,IN,30,H,F,3,L,E,B
64783,other,43,H,F,2,L,F,C
64784,TX,51,U,M,3,L,D,A
64785,MI,40,H,M,3,L,F,C
64786,other,49,U,M,3,L,D,B
64787,MO,51,U,other,3,L,D,D
64788,IL,13,H,F,3,L,F,A
64789,WA,14,H,F,3,L,F,A
64790,CA,5,H,F,1,L,G,A
64791,other,40,U,M,1,L,E,B
64792,CA,12,U,F,3,L,E,A
64793,CA,27,H,F,3,L,G,A
64794,other,40,H,F,2,L,F,B
64795,IN,49,U,F,2,L,F,D
64796,IL,49,U,F,2,L,E,D
64797,other,6,H,M,3,L,F,A
64798,other,27,H,other,2,L,F,C
64799,CA,24,U,F,3,L,G,A
64800,other,38,U,M,3,L,E,C
64801,CA,14,U,M,3,L,D,A
64802,other,49,H,M,2,L,D,C
64803,CA,35,H,M,3,L,F,A
64804,FL,36,H,M,3,L,F,B
64805,IL,5,H,M,3,L,E,A
64806,CA,1,H,F,3,L,F,A
64807,other,39,H,M,3,L,F,C
64808,other,45,U,F,3,L,G,D
64809,FL,2,U,M,3,L,G,A
64810,MI,40,U,M,3,L,E,A
64811,IL,13,H,M,3,L,F,A
64812,GA,35,H,F,3,L,F,A
64813,other,14,H,F,3,L,F,B
64814,IL,8,H,F,3,L,F,A
64815,WA,27,U,F,3,L,F,A
64816,FL,16,U,F,3,L,F,D
64817,other,49,U,F,2,L,E,C
64818,FL,11,U,M,2,L,E,B
64819,other,53,U,M,3,L,G,D
64820,FL,14,U,M,3,L,F,A
64821,other,46,H,M,2,L,F,D
64822,other,23,U,F,1,L,E,A
64823,other,13,U,F,3,L,G,B
64824,CA,2,H,F,3,L,F,A
64825,other,53,U,F,3,L,F,B
64826,FL,20,U,F,2,L,E,A
64827,other,44,H,M,3,L,G,C
64828,other,45,U,F,2,L,D,B
64829,TX,12,H,F,3,L,F,B
64830,CA,21,H,M,2,L,E,A
64831,CA,1,H,M,3,L,G,A
64832,other,12,H,F,2,L,F,B
64833,IN,36,H,M,3,L,G,B
64834,other,40,H,F,2,L,F,D
64835,IL,31,H,F,3,L,F,B
64836,WA,46,U,F,3,L,F,D
64837,CA,20,H,M,1,L,D,A
64838,IL,40,H,F,3,L,E,A
64839,CA,6,H,M,3,L,F,A
64840,IN,25,H,F,3,L,D,C
64841,WI,27,H,F,3,L,G,C
64842,IN,36,U,M,2,L,F,D
64843,IL,10,U,F,2,L,D,A
64844,WA,32,U,F,3,L,E,A
64845,CA,39,U,M,3,L,G,A
64846,IL,38,U,F,3,L,F,A
64847,other,49,U,F,3,L,D,C
64848,CA,9,H,F,3,L,F,A
64849,CA,35,U,F,3,L,F,A
64850,other,24,U,F,2,L,G,B
64851,other,39,H,F,2,L,F,D
64852,other,35,H,M,2,L,G,B
64853,GA,31,H,M,2,L,G,A
64854,other,30,H,F,3,L,E,C
64855,WA,17,U,F,3,L,G,A
64856,FL,40,H,M,2,L,E,A
64857,MI,44,H,M,3,L,F,C
64858,other,27,U,F,3,L,F,C
64859,CA,13,U,F,3,L,F,A
64860,other,49,U,F,2,L,F,C
64861,other,21,H,F,3,L,F,A
64862,CA,44,H,M,3,L,F,B
64863,MI,40,H,F,2,L,E,A
64864,other,41,H,F,3,L,F,C
64865,other,31,U,F,3,L,D,B
64866,CA,12,H,F,2,L,G,A
64867,IL,30,H,M,2,L,G,A
64868,other,34,U,M,2,L,G,A
64869,NC,36,H,M,2,L,G,C
64870,IN,51,U,F,1,L,D,D
64871,other,50,U,M,3,L,E,B
64872,FL,21,H,F,3,L,E,A
64873,TX,34,H,M,3,L,G,D
64874,other,45,U,M,2,L,F,C
64875,other,41,U,M,1,L,G,B
64876,WI,45,H,F,2,L,E,D
64877,other,43,H,F,2,L,F,C
64878,other,30,U,F,3,L,F,C
64879,IL,16,H,M,3,L,F,A
64880,CA,9,U,F,3,L,G,A
64881,other,47,U,M,2,L,F,D
64882,CA,9,U,F,3,L,F,A
64883,FL,5,H,F,3,L,F,A
64884,other,48,U,F,3,L,E,D
64885,IL,9,U,M,3,L,G,A
64886,IL,49,U,F,2,L,D,C
64887,NC,28,U,other,1,L,F,C
64888,other,51,U,F,3,L,E,D
64889,other,21,U,M,3,L,F,B
64890,WA,17,U,F,3,L,F,A
64891,CA,42,H,F,1,L,F,C
64892,NC,22,H,M,2,L,G,B
64893,CA,11,U,F,3,L,F,A
64894,CA,15,U,M,3,L,F,A
64895,other,41,H,F,3,L,F,D
64896,other,36,H,M,2,L,G,B
64897,FL,19,U,M,2,L,G,A
64898,MO,24,U,F,3,L,E,A
64899,other,36,U,F,3,L,F,B
64900,WA,35,U,F,3,L,F,A
64901,CA,13,U,F,1,L,E,A
64902,NC,31,U,F,3,L,F,C
64903,CA,12,H,F,3,L,F,A
64904,MI,41,U,F,2,L,F,D
64905,other,23,H,F,3,L,E,A
64906,GA,40,H,M,3,L,E,A
64907,FL,21,H,F,3,L,F,B
64908,IL,13,H,M,3,L,F,A
64909,CA,9,U,F,3,L,F,A
64910,other,45,U,F,2,L,E,C
64911,CA,9,U,F,3,L,F,A
64912,other,45,H,F,2,L,D,B
64913,other,36,H,F,3,L,E,C
64914,IL,27,H,F,2,L,E,C
64915,other,35,U,M,3,L,D,A
64916,other,10,H,F,2,L,G,B
64917,TX,12,U,M,1,L,F,A
64918,other,9,U,F,1,L,E,C
64919,CA,12,H,F,1,L,E,A
64920,TX,10,U,M,3,L,F,A
64921,other,32,U,F,1,L,E,B
64922,CA,1,H,M,3,L,F,A
64923,IL,24,H,M,3,L,G,C
64924,other,16,H,F,3,L,F,B
64925,FL,30,U,F,2,L,F,A
64926,MI,8,U,M,3,L,G,A
64927,TX,40,H,F,3,L,F,C
64928,other,18,U,F,2,L,F,B
64929,other,44,U,M,1,L,F,C
64930,other,39,H,F,2,L,G,B
64931,NC,46,H,F,2,L,F,B
64932,FL,16,H,F,3,L,F,B
64933,TX,12,H,F,3,L,F,B
64934,other,36,H,M,2,L,F,D
64935,CA,22,H,F,3,L,E,A
64936,other,36,U,M,3,L,F,D
64937,other,41,H,F,2,L,F,D
64938,FL,21,H,F,3,L,E,A
64939,FL,13,U,F,3,L,F,B
64940,MI,8,H,M,3,L,F,A
64941,CA,14,H,F,3,L,E,A
64942,TX,36,H,F,3,L,F,B
64943,CA,27,H,F,3,L,F,A
64944,NC,39,U,M,3,L,F,C
64945,other,53,U,F,3,L,F,D
64946,IN,36,H,F,3,L,F,B
64947,IL,35,U,F,3,L,E,B
64948,other,42,H,F,2,L,E,B
64949,FL,26,H,F,2,L,G,B
64950,other,49,H,F,2,L,E,D
64951,CA,27,H,M,3,L,F,A
64952,NC,39,U,M,3,L,F,C
64953,CA,2,U,F,3,L,F,A
64954,CA,2,U,F,3,L,G,A
64955,other,46,U,M,3,L,F,A
64956,TX,49,U,M,2,L,E,C
64957,other,32,H,F,3,L,E,B
64958,WI,15,U,M,3,L,G,B
64959,WA,7,H,M,2,L,E,A
64960,other,13,H,M,3,L,E,B
64961,other,45,U,M,2,L,D,D
64962,TX,48,U,M,3,L,F,D
64963,CA,40,H,F,3,L,G,A
64964,TX,44,U,M,3,L,G,A
64965,CA,28,U,M,3,L,G,D
64966,IN,48,H,M,2,L,E,C
64967,CA,3,H,F,3,L,E,A
64968,WA,43,U,M,2,L,E,D
64969,IL,18,H,M,3,L,G,A
64970,GA,40,U,F,3,L,E,A
64971,CA,40,H,F,3,L,F,A
64972,CA,13,H,F,3,L,D,A
64973,GA,47,U,F,3,L,G,D
64974,MO,51,U,F,3,L,D,D
64975,other,51,U,M,2,L,G,D
64976,NC,22,H,F,3,L,E,B
64977,other,43,U,M,2,L,F,D
64978,other,51,U,F,3,L,E,C
64979,CA,27,U,F,2,L,F,B
64980,NC,40,H,M,3,L,F,C
64981,other,25,U,F,3,L,F,C
64982,CA,53,U,other,1,L,E,B
64983,GA,43,U,F,3,L,E,D
64984,MO,40,H,F,3,L,F,D
64985,other,43,U,F,2,L,E,B
64986,NC,37,U,F,3,L,D,D
64987,other,24,U,F,2,L,G,D
64988,WI,46,H,F,3,L,F,D
64989,other,49,H,F,3,L,F,D
64990,other,38,H,M,3,L,E,D
64991,CA,17,U,M,3,L,F,B
64992,WA,35,H,M,3,L,G,C
64993,TX,18,U,F,3,L,F,A
64994,TX,39,U,F,3,L,E,D
64995,MI,1,U,F,3,L,F,A
64996,CA,31,U,M,3,L,F,B
64997,NC,18,H,F,3,L,G,B
64998,other,39,H,F,2,L,G,D
64999,CA,2,H,F,3,L,E,B
65000,WA,10,U,F,3,L,E,A
65001,other,47,H,F,2,L,G,D
65002,CA,39,H,F,2,L,E,B
65003,other,51,U,F,3,L,D,D
65004,CA,21,H,M,3,L,G,A
65005,CA,13,U,F,3,L,F,A
65006,IL,28,H,F,3,L,G,A
65007,MI,40,U,F,3,L,F,C
65008,other,35,H,F,3,L,F,B
65009,IL,10,U,M,3,L,F,A
65010,other,51,H,F,3,L,F,B
65011,GA,15,H,M,3,L,F,A
65012,other,42,H,F,3,L,F,B
65013,MI,16,H,F,3,L,E,A
65014,other,40,U,M,3,L,F,A
65015,CA,42,H,M,2,L,E,C
65016,CA,5,H,F,3,L,G,A
65017,CA,11,H,F,3,L,F,A
65018,CA,40,H,other,3,L,E,A
65019,other,43,U,F,3,L,F,D
65020,other,23,U,F,3,L,G,A
65021,CA,17,U,F,3,L,E,A
65022,CA,8,H,M,3,L,D,A
65023,CA,13,H,F,2,L,F,A
65024,MI,36,U,M,3,L,E,C
65025,TX,22,U,F,3,L,F,C
65026,other,18,H,M,2,L,F,B
65027,GA,14,H,M,3,L,F,A
65028,NC,47,U,M,2,L,F,C
65029,other,2,H,M,2,L,E,D
65030,other,31,U,M,3,L,F,B
65031,other,49,H,M,2,L,F,D
65032,WA,11,H,M,3,L,G,A
65033,other,47,U,M,2,L,F,D
65034,WI,36,H,F,2,L,D,C
65035,WA,20,H,M,2,L,E,A
65036,MI,18,H,M,3,L,F,B
65037,FL,8,H,M,1,L,E,A
65038,IN,35,H,F,3,L,E,B
65039,CA,10,U,F,3,L,G,A
65040,other,49,U,M,2,L,F,C
65041,CA,2,H,F,3,L,G,A
65042,other,36,H,F,3,L,F,D
65043,other,51,U,F,1,L,D,D
65044,WA,44,H,F,3,L,F,C
65045,IL,36,U,M,1,L,E,D
65046,CA,24,H,F,3,L,F,A
65047,IL,24,H,M,3,L,G,A
65048,WI,25,U,M,3,L,D,D
65049,WA,30,H,M,3,L,F,B
65050,other,35,U,M,3,L,F,C
65051,other,25,U,M,1,L,E,B
65052,MO,34,U,F,3,L,G,D
65053,MI,16,H,M,2,L,G,A
65054,other,51,H,F,2,L,F,C
65055,other,35,H,M,1,L,E,B
65056,other,48,H,F,2,L,D,D
65057,CA,14,U,F,3,L,F,A
65058,WI,48,H,F,3,L,G,D
65059,CA,3,H,F,3,L,F,A
65060,other,16,U,M,2,L,F,A
65061,MI,35,H,F,3,L,F,A
65062,CA,13,U,M,3,L,D,A
65063,NC,36,H,F,3,L,D,B
65064,WI,14,H,M,3,L,G,B
65065,WA,25,U,F,3,L,F,A
65066,other,27,U,F,1,L,F,C
65067,other,49,H,F,2,L,F,C
65068,NC,27,H,F,3,L,F,B
65069,other,41,U,M,2,L,F,C
65070,WA,18,U,F,3,L,F,A
65071,other,26,U,M,1,L,F,B
65072,other,24,H,F,3,L,F,C
65073,WI,39,U,M,3,L,F,A
65074,FL,36,U,F,3,L,F,C
65075,other,39,H,F,3,L,G,B
65076,WA,26,H,M,2,L,G,C
65077,CA,40,H,M,3,L,F,A
65078,TX,13,U,M,1,L,E,B
65079,GA,15,U,F,3,L,G,A
65080,WA,43,H,M,3,L,F,D
65081,other,12,H,F,3,L,G,A
65082,TX,44,H,F,2,L,F,B
65083,other,35,H,F,3,L,F,B
65084,IL,24,H,F,3,L,F,A
65085,FL,36,H,M,3,L,F,C
65086,other,11,U,F,3,L,E,B
65087,IL,27,H,M,2,L,E,A
65088,other,24,U,M,3,L,F,A
65089,other,40,U,M,3,L,E,C
65090,CA,35,H,F,3,L,F,B
65091,FL,30,H,M,2,L,F,B
65092,MI,36,U,F,3,L,F,D
65093,other,30,U,F,3,L,F,B
65094,FL,30,H,M,3,L,F,A
65095,IL,36,U,M,2,L,E,C
65096,CA,40,U,M,3,L,F,A
65097,other,40,H,F,3,L,F,B
65098,CA,27,U,M,3,L,F,B
65099,TX,25,U,M,2,L,E,A
65100,other,45,U,F,3,L,F,D
65101,WA,24,U,F,1,L,G,D
65102,CA,24,U,F,3,L,F,C
65103,other,43,H,M,3,L,E,C
65104,other,31,H,M,2,L,F,D
65105,other,30,U,F,3,L,F,B
65106,other,17,U,M,2,L,G,B
65107,other,43,U,M,2,L,G,C
65108,FL,37,H,F,3,L,F,A
65109,other,16,H,M,3,L,G,B
65110,other,36,U,F,3,L,F,D
65111,other,36,U,F,3,L,F,D
65112,CA,10,H,F,2,L,D,A
65113,CA,20,U,F,3,L,D,A
65114,other,1,H,F,3,L,F,B
65115,IL,28,U,F,2,L,G,A
65116,IN,35,H,F,3,L,E,B
65117,WI,49,U,F,2,L,D,C
65118,IL,18,H,M,3,L,G,A
65119,other,18,H,M,3,L,E,A
65120,IN,21,H,F,2,L,G,B
65121,CA,8,H,F,3,L,F,A
65122,CA,3,H,F,3,L,G,A
65123,CA,8,H,F,3,L,F,A
65124,other,53,U,M,3,L,G,D
65125,TX,31,H,M,3,L,D,C
65126,NC,40,H,M,3,L,G,B
65127,other,44,U,M,3,L,E,D
65128,CA,34,H,F,2,L,F,A
65129,TX,18,H,F,3,L,F,B
65130,CA,14,U,F,2,L,G,A
65131,other,24,H,M,3,L,E,C
65132,other,44,H,M,3,L,F,C
65133,CA,8,H,F,3,L,G,A
65134,other,18,H,M,3,L,G,A
65135,FL,48,H,M,3,L,D,B
65136,TX,45,U,F,2,L,F,D
65137,MO,49,H,F,2,L,D,C
65138,CA,3,U,M,3,L,G,A
65139,other,27,U,F,3,L,E,B
65140,TX,31,U,F,3,L,G,B
65141,TX,24,H,M,1,L,F,A
65142,other,12,H,other,2,L,F,B
65143,CA,13,H,F,3,L,F,A
65144,other,46,H,M,3,L,G,D
65145,other,45,U,M,3,L,F,D
65146,CA,24,H,F,1,L,E,A
65147,CA,5,H,M,3,L,G,A
65148,other,14,U,M,3,L,F,B
65149,IL,13,H,M,3,L,F,A
65150,CA,37,H,M,2,L,E,A
65151,other,45,U,F,3,L,G,D
65152,GA,46,U,M,2,L,G,C
65153,IL,3,H,F,3,L,F,A
65154,CA,42,U,F,2,L,F,D
65155,MI,51,H,F,3,L,G,D
65156,other,51,U,F,3,L,F,D
65157,other,13,H,F,3,L,G,B
65158,CA,24,U,M,2,L,F,A
65159,other,45,H,M,2,L,F,D
65160,CA,13,H,M,3,L,E,A
65161,other,46,U,M,3,L,F,D
65162,other,46,H,M,2,L,E,D
65163,CA,2,U,F,3,L,E,A
65164,other,18,H,F,3,L,F,B
65165,other,44,U,M,2,L,E,B
65166,TX,22,U,F,3,L,F,A
65167,NC,38,H,M,2,L,F,C
65168,other,12,U,F,3,L,F,B
65169,other,40,U,F,2,L,F,D
65170,CA,25,U,M,3,L,G,A
65171,CA,5,U,M,3,L,F,A
65172,GA,35,H,F,3,L,F,A
65173,CA,40,H,M,2,L,F,A
65174,IL,27,H,M,3,L,G,A
65175,CA,25,U,F,2,L,F,C
65176,CA,3,U,M,2,L,F,B
65177,other,49,U,M,1,L,E,C
65178,FL,22,H,M,3,L,G,A
65179,other,40,U,F,2,L,F,D
65180,MO,18,U,M,3,L,F,B
65181,WI,27,U,F,3,L,E,C
65182,TX,22,H,M,3,L,G,B
65183,other,24,H,F,3,L,F,B
65184,other,36,H,F,3,L,F,D
65185,FL,8,U,F,3,L,F,A
65186,MI,9,U,F,3,L,D,A
65187,NC,14,H,F,3,L,F,B
65188,NC,47,U,F,3,L,E,D
65189,WA,40,H,other,3,L,G,A
65190,TX,25,U,F,3,L,F,D
65191,other,53,U,M,3,L,F,D
65192,other,38,H,M,3,L,F,D
65193,other,30,H,F,3,L,E,D
65194,FL,34,H,M,3,L,F,C
65195,MI,43,U,F,3,L,F,C
65196,other,16,H,M,3,L,G,B
65197,other,40,H,M,3,L,D,D
65198,other,17,H,M,2,L,E,B
65199,TX,32,H,F,3,L,G,A
65200,IL,34,H,M,3,L,D,A
65201,NC,36,U,M,3,L,F,C
65202,CA,35,U,M,3,L,G,A
65203,other,18,U,F,1,L,F,A
65204,other,51,U,M,3,L,E,C
65205,other,27,H,M,3,L,F,C
65206,GA,11,H,M,3,L,G,A
65207,TX,35,U,F,3,L,G,A
65208,IN,45,U,F,3,L,G,D
65209,TX,17,H,F,2,L,F,B
65210,TX,53,U,M,3,L,F,D
65211,other,27,U,F,3,L,F,B
65212,other,12,H,F,3,L,F,B
65213,other,42,H,M,3,L,G,C
65214,TX,22,U,F,3,L,F,A
65215,NC,44,H,F,2,L,G,C
65216,CA,2,U,F,3,L,F,A
65217,CA,13,U,M,3,L,G,A
65218,CA,13,U,M,2,L,E,A
65219,CA,44,H,M,3,L,G,C
65220,TX,18,U,F,2,L,D,B
65221,CA,35,H,F,3,L,F,B
65222,other,35,H,F,3,L,F,B
65223,CA,32,H,F,3,L,F,B
65224,MI,16,H,F,3,L,E,A
65225,FL,30,U,M,2,L,F,B
65226,CA,13,U,F,3,L,G,A
65227,TX,44,H,F,2,L,E,A
65228,other,32,H,F,3,L,E,B
65229,other,51,U,F,3,L,G,D
65230,other,24,H,M,3,L,E,B
65231,other,35,U,F,1,L,D,B
65232,IN,40,U,F,3,L,G,D
